1.000000	5856	
2.000000	5556	
3.000000	4782	
4.000000	5125	
5.000000	5822	
6.000000	5370	
7.000000	4888	
8.000000	4843	
9.000000	5620	
10.000000	5257	
11.000000	5039	
12.000000	5186	
13.000000	5525	
14.000000	5750	
15.000000	4708	
16.000000	4889	
17.000000	5307	
18.000000	5346	
19.000000	4967	
20.000000	4570	
21.000000	5176	
22.000000	5175	
23.000000	4695	
24.000000	4213	
25.000000	5465	
26.000000	5058	
27.000000	4477	
28.000000	4515	
29.000000	5350	
30.000000	5110	
31.000000	4545	
32.000000	4430	
33.000000	5319	
34.000000	4925	
35.000000	4467	
36.000000	4454	
37.000000	5081	
38.000000	5187	
39.000000	4386	
40.000000	4665	
41.000000	5197	
42.000000	5410	
43.000000	4297	
44.000000	4391	
45.000000	5050	
46.000000	5130	
47.000000	4193	
48.000000	4490	
49.000000	5075	
50.000000	5073	
51.000000	4431	
52.000000	4420	
53.000000	5197	
54.000000	5259	
55.000000	4266	
56.000000	4487	
57.000000	5522	
58.000000	5446	
59.000000	4471	
60.000000	4563	
61.000000	5267	
62.000000	5111	
63.000000	4673	
64.000000	4207	
65.000000	5563	
66.000000	4929	
67.000000	4479	
68.000000	4544	
69.000000	5305	
70.000000	4931	
71.000000	4322	
72.000000	4467	
73.000000	4894	
74.000000	4680	
75.000000	4363	
76.000000	5807	
77.000000	4969	
78.000000	4941	
79.000000	4322	
80.000000	4151	
81.000000	5247	
82.000000	4978	
83.000000	4222	
84.000000	4115	
85.000000	4929	
86.000000	5147	
87.000000	4307	
88.000000	4167	
89.000000	4723	
90.000000	5660	
91.000000	3903	
92.000000	4091	
93.000000	5021	
94.000000	4941	
95.000000	4054	
96.000000	4105	
97.000000	4787	
98.000000	4630	
99.000000	4298	
100.000000	3985	
101.000000	4806	
102.000000	4849	
103.000000	4177	
104.000000	4023	
105.000000	4574	
106.000000	4627	
107.000000	4120	
108.000000	3998	
109.000000	4791	
110.000000	4569	
111.000000	4015	
112.000000	3792	
113.000000	5015	
114.000000	4655	
115.000000	4090	
116.000000	3825	
117.000000	4414	
118.000000	4395	
119.000000	4081	
120.000000	4271	
121.000000	4848	
122.000000	4753	
123.000000	3655	
124.000000	4132	
125.000000	4323	
126.000000	4910	
127.000000	3944	
128.000000	3817	
129.000000	4308	
130.000000	4943	
131.000000	4095	
132.000000	3602	
133.000000	4278	
134.000000	4500	
135.000000	4029	
136.000000	3707	
137.000000	4329	
138.000000	4061	
139.000000	4118	
140.000000	3706	
141.000000	4551	
142.000000	4766	
143.000000	3824	
144.000000	3743	
145.000000	4203	
146.000000	4619	
147.000000	3713	
148.000000	3810	
149.000000	4479	
150.000000	4137	
151.000000	3921	
152.000000	3824	
153.000000	4017	
154.000000	4029	
155.000000	3446	
156.000000	3548	
157.000000	4452	
158.000000	4358	
159.000000	3598	
160.000000	3499	
161.000000	3986	
162.000000	4752	
163.000000	3689	
164.000000	3275	
165.000000	4133	
166.000000	4195	
167.000000	3338	
168.000000	3348	
169.000000	3993	
170.000000	4610	
171.000000	3503	
172.000000	3339	
173.000000	4080	
174.000000	3672	
175.000000	3143	
176.000000	3367	
177.000000	3601	
178.000000	3886	
179.000000	3278	
180.000000	3407	
181.000000	3413	
182.000000	3880	
183.000000	3267	
184.000000	3517	
185.000000	4121	
186.000000	4010	
187.000000	2922	
188.000000	3357	
189.000000	3514	
190.000000	3858	
191.000000	3237	
192.000000	3167	
193.000000	3612	
194.000000	3837	
195.000000	3209	
196.000000	2936	
197.000000	3951	
198.000000	3732	
199.000000	3066	
200.000000	3018	
201.000000	3714	
202.000000	3653	
203.000000	2948	
204.000000	2937	
205.000000	3195	
206.000000	3095	
207.000000	2902	
208.000000	2902	
209.000000	3452	
210.000000	3283	
211.000000	3203	
212.000000	2915	
213.000000	3551	
214.000000	3362	
215.000000	3269	
216.000000	2759	
217.000000	3713	
218.000000	3471	
219.000000	2837	
220.000000	2842	
221.000000	3501	
222.000000	3054	
223.000000	2585	
224.000000	2856	
225.000000	3361	
226.000000	3260	
227.000000	2789	
