Seria1 - X;Seria1 - Y;
285.75;530
285.79;457
285.84;472
285.88;478
285.93;387
285.97;401
286.02;416
286.06;396
286.1;417
286.15;475
286.19;472
286.24;522
286.28;486
286.33;480
286.37;449
286.41;442
286.46;467
286.5;489
286.55;480
286.59;448
286.63;499
286.68;475
286.72;384
286.77;394
286.81;436
286.86;479
286.9;437
286.94;426
286.99;469
287.03;444
287.08;459
287.12;496
287.17;527
287.21;432
287.25;430
287.3;419
287.34;472
287.39;483
287.43;472
287.47;367
287.52;485
287.56;480
287.61;453
287.65;472
287.7;475
287.74;406
287.78;360
287.83;540
287.87;452
287.92;557
287.96;525
288.01;454
288.05;406
288.09;482
288.14;476
288.18;360
288.23;501
288.27;455
288.31;443
288.36;418
288.4;488
288.45;460
288.49;449
288.54;475
288.58;393
288.62;494
288.67;488
288.71;432
288.76;459
288.8;468
288.85;477
288.89;442
288.93;422
288.98;509
289.02;472
289.07;424
289.11;465
289.15;465
289.2;404
289.24;492
289.29;380
289.33;428
289.38;528
289.42;404
289.46;436
289.51;416
289.55;382
289.6;416
289.64;456
289.68;470
289.73;458
289.77;443
289.82;486
289.86;514
289.91;485
289.95;427
289.99;405
290.04;497
290.08;467
290.13;458
290.17;431
290.21;462
290.26;398
290.3;455
290.35;439
290.39;415
290.44;447
290.48;487
290.52;421
290.57;391
290.61;407
290.66;411
290.7;405
290.74;472
290.79;407
290.83;391
290.88;445
290.92;446
290.96;444
291.01;403
291.05;475
291.1;512
291.14;465
291.19;482
291.23;411
291.27;395
291.32;346
291.36;342
291.41;423
291.45;503
291.49;461
291.54;443
291.58;459
291.63;457
291.67;449
291.72;452
291.76;431
291.8;349
291.85;454
291.89;406
291.94;484
291.98;493
292.02;418
292.07;431
292.11;493
292.16;446
292.2;504
292.24;429
292.29;443
292.33;442
292.38;451
292.42;402
292.47;484
292.51;391
292.55;423
292.6;407
292.64;509
292.69;428
292.73;381
292.77;479
292.82;453
292.86;458
292.91;378
292.95;452
292.99;475
293.04;468
293.08;471
293.13;383
293.17;444
293.22;459
293.26;450
293.3;465
293.35;417
293.39;406
293.44;369
293.48;439
293.52;498
293.57;448
293.61;405
293.66;400
293.7;397
293.74;389
293.79;354
293.83;408
293.88;470
293.92;450
293.96;454
294.01;485
294.05;420
294.1;447
294.14;419
294.19;383
294.23;414
294.27;406
294.32;433
294.36;511
294.41;423
294.45;469
294.49;415
294.54;474
294.58;429
294.63;453
294.67;442
294.71;515
294.76;385
294.8;406
294.85;412
294.89;455
294.93;413
294.98;404
295.02;377
295.07;426
295.11;429
295.15;364
295.2;406
295.24;458
295.29;489
295.33;438
295.38;426
295.42;419
295.46;443
295.51;418
295.55;427
295.6;421
295.64;407
295.68;377
295.73;415
295.77;479
295.82;464
295.86;409
295.9;352
295.95;443
295.99;397
296.04;396
296.08;422
296.12;434
296.17;411
296.21;388
296.26;438
296.3;363
296.34;483
296.39;401
296.43;426
296.48;455
296.52;451
296.56;405
296.61;454
296.65;409
296.7;409
296.74;371
296.78;430
296.83;413
296.87;376
296.92;452
296.96;415
29;403
297.05;382
297.09;428
297.14;456
297.18;425
297.22;403
297.27;367
297.31;440
297.36;464
297.4;358
297.45;379
297.49;413
297.53;432
297.58;318
297.62;473
297.67;471
297.71;410
297.75;424
297.8;403
297.84;432
297.89;421
297.93;433
297.97;452
298.02;457
298.06;468
298.11;472
298.15;392
298.19;348
298.24;444
298.28;438
298.33;476
298.37;406
298.41;444
298.46;418
298.5;457
298.55;378
298.59;415
298.63;412
298.68;455
298.72;406
298.77;439
298.81;449
298.85;406
298.9;457
298.94;471
298.99;443
299.03;534
299.07;399
299.12;402
299.16;407
299.21;379
299.25;421
299.29;427
299.34;481
299.38;453
299.43;425
299.47;436
299.51;389
299.56;402
299.6;454
299.65;382
299.69;402
299.73;428
299.78;437
299.82;367
299.86;381
299.91;405
299.95;350
30;440
300.04;371
300.08;446
300.13;406
300.17;395
300.22;448
300.26;439
300.3;409
300.35;443
300.39;385
300.44;434
300.48;363
300.52;344
300.57;413
300.61;380
300.66;419
300.7;457
300.74;440
300.79;438
300.83;386
300.88;411
300.92;422
300.96;418
301.01;373
301.05;395
301.1;429
301.14;339
301.18;429
301.23;406
301.27;433
301.32;352
301.36;401
301.4;496
301.45;423
301.49;382
301.54;440
301.58;380
301.62;392
301.67;371
301.71;371
301.76;410
301.8;412
301.84;420
301.89;347
301.93;383
301.97;373
302.02;386
302.06;416
302.11;381
302.15;437
302.19;380
302.24;437
302.28;402
302.33;380
302.37;474
302.41;400
302.46;412
302.5;375
302.55;400
302.59;405
302.63;380
302.68;448
302.72;493
302.77;500
302.81;392
302.85;346
302.9;416
302.94;434
302.98;386
303.03;444
303.07;415
303.12;464
303.16;483
303.2;391
303.25;420
303.29;375
303.34;436
303.38;437
303.42;339
303.47;370
303.51;475
303.56;414
303.6;444
303.64;427
303.69;435
303.73;471
303.78;415
303.82;368
303.86;431
303.91;405
303.95;411
303.99;451
304.04;394
304.08;493
304.13;392
304.17;407
304.21;411
304.26;355
304.3;384
304.35;386
304.39;431
304.43;433
304.48;405
304.52;406
304.57;377
304.61;407
304.65;438
304.7;476
304.74;387
304.78;436
304.83;435
304.87;405
304.92;400
304.96;455
30;392
305.05;357
305.09;364
305.14;394
305.18;377
305.22;408
305.27;464
305.31;382
305.35;435
305.4;406
305.44;376
305.49;398
305.53;483
305.57;429
305.62;435
305.66;446
305.71;359
305.75;381
305.79;360
305.84;393
305.88;411
305.93;419
305.97;434
306.01;358
306.06;388
306.1;461
306.14;375
306.19;331
306.23;441
306.28;460
306.32;432
306.36;389
306.41;389
306.45;434
306.5;434
306.54;374
306.58;382
306.63;378
306.67;353
306.71;425
306.76;441
306.8;333
306.85;281
306.89;408
306.93;408
306.98;382
307.02;484
307.07;340
307.11;450
307.15;348
307.2;415
307.24;460
307.28;424
307.33;383
307.37;470
307.42;417
307.46;352
307.5;420
307.55;387
307.59;439
307.63;384
307.68;400
307.72;460
307.77;359
307.81;439
307.85;370
307.9;406
307.94;384
307.99;423
308.03;419
308.07;331
308.12;407
308.16;356
308.2;413
308.25;391
308.29;375
308.34;457
308.38;394
308.42;416
308.47;433
308.51;361
308.56;416
308.6;375
308.64;452
308.69;428
308.73;372
308.77;424
308.82;381
308.86;362
308.91;404
308.95;434
308.99;434
309.04;392
309.08;443
309.12;400
309.17;393
309.21;403
309.26;428
309.3;347
309.34;354
309.39;364
309.43;419
309.47;388
309.52;339
309.56;349
309.61;438
309.65;403
309.69;380
309.74;363
309.78;374
309.83;393
309.87;387
309.91;420
309.96;399
31;419
310.04;302
310.09;381
310.13;370
310.18;435
310.22;371
310.26;365
310.31;410
310.35;407
310.39;399
310.44;405
310.48;348
310.53;397
310.57;405
310.61;427
310.66;422
310.7;446
310.74;346
310.79;314
310.83;411
310.88;401
310.92;381
310.96;447
311.01;357
311.05;389
311.09;362
311.14;362
311.18;457
311.23;436
311.27;358
311.31;423
311.36;365
311.4;444
311.44;396
311.49;381
311.53;343
311.58;428
311.62;376
311.66;432
311.71;374
311.75;431
311.79;390
311.84;420
311.88;380
311.93;403
311.97;415
312.01;419
312.06;414
312.1;392
312.14;471
312.19;453
312.23;427
312.28;357
312.32;418
312.36;385
312.41;416
312.45;431
312.49;400
312.54;447
312.58;358
312.63;432
312.67;369
312.71;396
312.76;353
312.8;405
312.84;380
312.89;454
312.93;364
312.98;400
313.02;426
313.06;408
313.11;407
313.15;416
313.19;388
313.24;457
313.28;464
313.32;469
313.37;362
313.41;402
313.46;450
313.5;392
313.54;434
313.59;391
313.63;377
313.67;417
313.72;374
313.76;403
313.81;367
313.85;416
313.89;422
313.94;331
313.98;407
314.02;367
314.07;468
314.11;405
314.16;335
314.2;457
314.24;363
314.29;406
314.33;364
314.37;381
314.42;420
314.46;409
314.5;379
314.55;386
314.59;426
314.64;416
314.68;370
314.72;425
314.77;397
314.81;377
314.85;342
314.9;447
314.94;372
314.99;386
315.03;400
315.07;409
315.12;419
315.16;294
315.2;417
315.25;398
315.29;414
315.33;309
315.38;377
315.42;310
315.47;409
315.51;405
315.55;368
315.6;332
315.64;371
315.68;408
315.73;338
315.77;404
315.82;364
315.86;433
315.9;426
315.95;411
315.99;380
316.03;370
316.08;362
316.12;389
316.16;407
316.21;382
316.25;467
316.3;407
316.34;376
316.38;391
316.43;439
316.47;355
316.51;401
316.56;438
316.6;357
316.64;343
316.69;405
316.73;336
316.78;367
316.82;416
316.86;373
316.91;384
316.95;402
316.99;423
317.04;406
317.08;426
317.12;306
317.17;363
317.21;389
317.26;407
317.3;409
317.34;419
317.39;359
317.43;432
317.47;425
317.52;386
317.56;353
317.6;429
317.65;400
317.69;358
317.74;371
317.78;386
317.82;414
317.87;348
317.91;373
317.95;405
31;409
318.04;419
318.08;390
318.13;434
318.17;368
318.22;438
318.26;453
318.3;421
318.35;379
318.39;338
318.43;417
318.48;370
318.52;338
318.56;439
318.61;377
318.65;380
318.7;453
318.74;417
318.78;387
318.83;388
318.87;356
318.91;396
318.96;426
31;409
319.04;372
319.09;360
319.13;364
319.17;395
319.22;400
319.26;378
319.31;426
319.35;428
319.39;375
319.44;354
319.48;375
319.52;377
319.57;404
319.61;417
319.65;413
319.7;383
319.74;432
319.79;330
319.83;434
319.87;428
319.92;457
319.96;410
32;411
320.05;401
320.09;402
320.13;368
320.18;423
320.22;501
320.26;398
320.31;343
320.35;394
320.4;387
320.44;416
320.48;361
320.53;373
320.57;477
320.61;347
320.66;376
320.7;462
320.74;324
320.79;370
320.83;411
320.87;408
320.92;435
320.96;388
321.01;431
321.05;323
321.09;432
321.14;357
321.18;348
321.22;465
321.27;399
321.31;336
321.35;402
321.4;404
321.44;464
321.48;473
321.53;370
321.57;341
321.61;390
321.66;320
321.7;388
321.75;401
321.79;430
321.83;503
321.88;398
321.92;440
321.96;408
322.01;375
322.05;423
322.09;409
322.14;448
322.18;418
322.22;441
322.27;387
322.31;424
322.36;368
322.4;447
322.44;388
322.49;397
322.53;446
322.57;376
322.62;393
322.66;534
322.7;372
322.75;389
322.79;364
322.83;444
322.88;421
322.92;416
322.96;338
323.01;316
323.05;438
323.1;424
323.14;394
323.18;443
323.23;428
323.27;341
323.31;430
323.36;383
323.4;375
323.44;438
323.49;498
323.53;371
323.57;499
323.62;443
323.66;395
323.7;387
323.75;381
323.79;383
323.83;395
323.88;351
323.92;417
323.97;378
324.01;381
324.05;405
324.1;425
324.14;418
324.18;423
324.23;348
324.27;378
324.31;476
324.36;377
324.4;431
324.44;450
324.49;387
324.53;474
324.57;406
324.62;359
324.66;399
324.7;377
324.75;451
324.79;427
324.84;441
324.88;385
324.92;402
324.97;377
325.01;419
325.05;376
325.1;432
325.14;421
325.18;458
325.23;439
325.27;464
325.31;418
325.36;398
325.4;389
325.44;385
325.49;402
325.53;415
325.57;395
325.62;394
325.66;400
325.71;447
325.75;407
325.79;471
325.84;401
325.88;438
325.92;447
325.97;433
326.01;409
326.05;450
326.1;485
326.14;437
326.18;492
326.23;430
326.27;415
326.31;482
326.36;450
326.4;460
326.44;407
326.49;413
326.53;501
326.57;483
326.62;436
326.66;455
326.7;554
326.75;432
326.79;489
326.84;458
326.88;463
326.92;423
326.97;492
327.01;462
327.05;395
327.1;435
327.14;453
327.18;444
327.23;477
327.27;421
327.31;419
327.36;444
327.4;482
327.44;440
327.49;450
327.53;451
327.57;450
327.62;401
327.66;450
327.7;435
327.75;473
327.79;423
327.83;408
327.88;445
327.92;501
327.96;438
328.01;539
328.05;496
328.09;464
328.14;568
328.18;573
328.23;447
328.27;552
328.31;458
328.36;532
328.4;468
328.44;441
328.49;546
