Seria1 - X;Seria1 - Y;
285.75;10959
285.79;11095
285.84;10246
285.88;10484
285.93;11611
285.97;10765
286.02;10363
286.06;10281
286.1;10912
286.15;10507
286.19;10490
286.24;10523
286.28;10802
286.33;11080
286.37;9913
286.41;10261
286.46;10651
286.5;10477
286.55;10348
286.59;9730
286.63;10420
286.68;10575
286.72;9456
286.77;9400
286.81;10843
286.86;10248
286.9;9587
286.94;9724
286.99;10540
287.03;10137
287.08;9422
287.12;9671
287.17;10376
287.21;10132
287.25;9466
287.3;9617
287.34;10109
287.39;10556
287.43;9636
287.47;9459
287.52;10294
287.56;10202
287.61;9314
287.65;9288
287.7;10117
287.74;10135
287.78;9119
287.83;9383
287.87;10156
287.92;10348
287.96;9515
288.01;9049
288.05;10261
288.09;10208
288.14;9202
288.18;9589
288.23;10618
288.27;10322
288.31;9522
288.36;9529
288.4;10358
288.45;10081
288.49;9677
288.54;9189
288.58;10630
288.62;9853
288.67;9384
288.71;9530
288.76;10148
288.8;9873
288.85;9468
288.89;9504
288.93;9927
288.98;9810
289.02;9278
289.07;10644
289.11;9928
289.15;9863
289.2;9161
289.24;8947
289.29;9880
289.33;9972
289.38;9355
289.42;9052
289.46;9855
289.51;9876
289.55;9224
289.6;8907
289.64;9838
289.68;10531
289.73;8698
289.77;8782
289.82;9705
289.86;10251
289.91;8853
289.95;8921
289.99;9757
290.04;9528
290.08;9221
290.13;8786
290.17;9606
290.21;10084
290.26;8616
290.3;8602
290.35;9463
290.39;9375
290.44;8596
290.48;8632
290.52;9343
290.57;9347
290.61;8649
290.66;8504
290.7;10118
290.74;9175
290.79;8649
290.83;8510
290.88;9152
290.92;9107
290.96;8477
291.01;8930
291.05;9539
291.1;9384
291.14;8101
291.19;8830
291.23;8733
291.27;9111
291.32;8564
291.36;8256
291.41;8677
291.45;9448
291.49;8287
291.54;8092
291.58;8970
291.63;8848
291.67;8138
291.72;8113
291.76;8850
291.8;8407
291.85;8232
291.89;8117
291.94;8920
291.98;9321
292.02;8307
292.07;7886
292.11;8620
292.16;8882
292.2;7946
292.24;8173
292.29;8845
292.33;8518
292.38;8041
292.42;8127
292.47;8112
292.51;8566
292.55;7841
292.6;7824
292.64;8713
292.69;8440
292.73;7689
292.77;7770
292.82;8178
292.86;8752
292.91;8036
292.95;7334
292.99;8061
293.04;8165
293.08;7350
293.13;7274
293.17;7931
293.22;8582
293.26;7580
293.3;7291
293.35;7943
293.39;7885
293.44;7225
293.48;7192
293.52;7657
293.57;7715
293.61;7332
293.66;7370
293.7;7514
293.74;7824
293.79;7181
293.83;7378
293.88;7901
293.92;7699
293.96;6794
294.01;7414
294.05;7667
294.1;7648
294.14;6945
294.19;7007
294.23;7585
294.27;7879
294.32;6746
294.36;6606
294.41;7505
294.45;7424
294.49;6567
294.54;6429
294.58;7539
294.63;7300
294.67;6570
294.71;6771
294.76;6792
294.8;7015
294.85;6650
294.89;6349
294.93;7223
294.98;6772
295.02;6903
295.07;6309
295.11;7116
295.15;6719
295.2;6782
295.24;6381
295.29;7170
295.33;7128
295.38;6377
295.42;6261
295.46;7006
295.51;6387
295.55;5844
295.6;6328
295.64;6616
295.68;6619
295.73;6031
295.77;6018
295.82;6742
295.86;6294
295.9;5699
295.95;5493
295.99;6401
296.04;6505
296.08;5515
296.12;5767
296.17;6528
296.21;6466
296.26;5890
296.3;5593
296.34;6507
296.39;6568
296.43;5701
296.48;5621
296.52;6070
296.56;6057
296.61;5108
296.65;5156
296.7;5860
296.74;5949
296.78;5270
296.83;5366
296.87;5790
296.92;5792
296.96;5360
29;5757
297.05;6125
297.09;5745
297.14;5378
297.18;5038
297.22;5602
297.27;5986
297.31;5158
297.36;5425
297.4;5379
297.45;5385
297.49;5297
297.53;5043
297.58;5538
297.62;5833
297.67;5138
297.71;5026
297.75;5693
297.8;5125
297.84;4668
297.89;4549
297.93;6089
297.97;5296
298.02;4890
298.06;5010
298.11;5164
298.15;5048
298.19;4968
298.24;4511
298.28;5079
298.33;5732
298.37;4454
298.41;4580
298.46;5331
298.5;5479
298.55;4536
298.59;4539
298.63;5182
298.68;4903
298.72;4279
298.77;4232
298.81;5117
298.85;5595
298.9;4127
298.94;4231
